ProductName,CurrentPrice,Description,FamilyBrand,Subtype,Type,Proof,Size,ProofBin
Arak Razzouk,24.8,"Arak Razzouk an anise-based spirit from Lebanon has a truly distinctive flavor which has made it the national beverage of its mother country. Tracing its roots to the early 18th century, Arak Razzouk has provided this traditional refreshment for generations. Arak Razzouk, is made from special varieties of sweet mountain grapes, which are crushed, fermented, and then distilled over a low fire and aged and mellowed for at least six months. Today, it’s enjoyed on the rocks with an equal amount of water.",Arak,Cordials,Spirits,100.0,750.0,80-120
Ararat Brandy,33.1,NA,Ararat,Brandy,Spirits,84.0,750.0,80-120
Ardbeg 10yr Single Malt Islay,52.9,"Ardbeg Ten Years Old is revered around the world as the peatiest, smokiest, most complex single malt of them all. Yet it does not flaunt the peat; rather it gives way to the natural sweetness of the malt to produce a whisky of perfect balance.",Ardbeg,Whiskey,Spirits,92.0,750.0,80-120
Ardbeg Auriverdes,99.9,"Smoked bacon, loads of Vanilla. Pomegranates, Fizzy-sweets (refreshers, Sherbet Lemons) and Lemon-zest with a hint of Mocha.",Ardbeg,Whiskey,Spirits,99.8,750.0,80-120
Ardbeg Corryvreckan,84.9,"Corryvreckan takes its name from the famous whirlpool that lies to the north of Islay, where only the bravest souls dare to venture. Swirling aromas and torrents of deep, peaty, peppery taste lurk beneath the surface of this beautifully balanced dram. Like the whirlpool itself, Corryvreckan is not for the faint-hearted!",Ardbeg,Whiskey,Spirits,114.2,750.0,80-120
Ardbeg Perpetuum,97.1,NA,Ardbeg,Whiskey,Spirits,94.8,750.0,80-120
Ardbeg Quadrant,52.9,NA,Ardbeg,Whiskey,Spirits,92.0,750.0,80-120
Ardbeg Supernova,119.9,NA,Ardbeg,Whiskey,Spirits,120.2,750.0,120-160
Ardbeg Uigeadall,79.9,"In 2009, Jim Murray's Whisky Bible named Ardbeg Uigeadail World Whisky of the Year. It praised its utter silky brilliance and complexity on a level only a handful of distilleries in the world can even dream of reaching. Ardbeg Uigeadail (pronounced Oog-a-dal) is a special vatting that marries Ardbeg's traditional deep, smoky notes with luscious, raisiny tones of old ex-Sherry casks. It's non chill-filtered at high strength, which retains maximum flavour and gives more body and added depth. Ardbeg Uigeadail was recently voted by the 100,000 strong Ardbeg Committee as their favourite Ardbeg.",Ardbeg Uigeadail,Whiskey,Spirits,93.0,750.0,80-120
Ardbog,96.9,NA,Ardbeg,Whiskey,Spirits,104.2,750.0,80-120
Aristocrat 100,9.5,Made by Heavenhill Distillers under the Grosscurth Distillers label.,Aristocrat,Vodka,Spirits,100.0,750.0,80-120
Aristocrat Blend,9.7,NA,Aristocrat,Whiskey,Spirits,80.0,1e3,40-80
Aristocrat Carry Pack,7.2,Made by Heavenhill Distillers under the Grosscurth Distillers label.,Aristocrat,Vodka,Spirits,80.0,750.0,40-80
Aristocrat Gin,12.7,Made by Heavenhill Distillers under the Grosscurth Distillers name.,Aristocrat,Gin,Spirits,80.0,1750.0,40-80
Aristocrat Gold Rum,14.9,NA,Aristocrat,Rum,Spirits,80.0,1750.0,40-80
Aristocrat Gold Tequila,12.6,NA,Aristocrat,Tequila,Spirits,80.0,1e3,40-80
Aristocrat Peach Schnapps,12.5,NA,Aristocrat,Schnapps,Spirits,30.0,1750.0,0-40
Aristocrat Southern Peach,5.9,NA,Aristocrat,Schnapps,Spirits,30.0,750.0,0-40
Aristocrat Tangy Sour Apple Schnapps,6.9,NA,Aristocrat,Schnapps,Spirits,30.0,1e3,0-40
Aristocrat Triple Sec,4.7,NA,Aristocrat,Cordials,Spirits,30.0,1e3,0-40
Aristocrat Vodka,2.8,Made by Heavenhill Distillers under the Grosscurth Distillers label.,Aristocrat,Vodka,Spirits,80.0,200.0,40-80
Aristocrat White Rum,7.1,Made by Heavenhill Distillers under the Grosscurth Distillery label.,Aristocrat,Rum,Spirits,80.0,750.0,40-80
Aristocrat White Tequila,23.5,NA,Aristocrat,Tequila,Spirits,80.0,1750.0,40-80
Arrow Anisette,10.9,NA,Arrow,Cordials,Spirits,60.0,750.0,40-80
Arrow Black Raspberry,10.9,NA,Arrow,Cordials,Spirits,30.0,750.0,0-40
Arrow Coffee Flavored Brandy,11.4,NA,Arrow,Brandy,Spirits,60.0,750.0,40-80
Arrow Creme De Cacao Brown,10.9,Dark chocolate flavored liqueur.,Arrow,Cordials,Spirits,40.0,750.0,0-40
Arrow Creme De Cacao White,10.9,NA,Arrow,Cordials,Spirits,40.0,750.0,0-40
Arrow Peppermint,5.1,NA,Arrow,Schnapps,Spirits,54.0,375.0,40-80
Arrow Triple Sec,5.6,NA,Arrow,Cordials,Spirits,30.0,750.0,0-40
Art In The Age Rhubar,36.4,"We are proud to offer you RHUBARB Tea! RHUBARB Tea features a botanical bounty of beets, carrots, lemons, petitgrain, cardamom, pure cane sugar, and of course, Batrams prize rhubarb. All organically certified and delicious. A confident 80 proof spirit thats tangy but not too tangysweet, but not too sweet. Crisp and refreshing, but with a hint of spice. We guarantee theres never been anything else like it...at least not since 1771.",Art In The Age Rhubard,Cordials,Spirits,80.0,750.0,40-80
Art In The Age Root,34.9,"Here at Art in the Age, we thought it would be interesting and fun to turn back the clock and recreate a true pre-temperance alcoholic Root Tea. We’ve even made it certified organic, since back then, everything was organic. This is the opposite of corporate culture. It’s a genuine experience rooted in history and our own landscape. It is a truly interesting and contemplative quaff. Certainly like nothing else we have ever tasted before. It is NOT Root Beer flavored vodka or a sickly sweet liqueur.",Art In The Age,Cordials,Spirits,80.0,750.0,40-80
Art In The Age Snap,34.9,"What would happen, we asked,if we took a traditional German Lebkuchen and distilled the ingredients into an organic spirit? What is a lebkuchen, you ask? A ginger snap! Of course, the Pennsylvania Dutch didn't distill a Lebkuchen spirit. That was our idea. But we think it is a delicious one. This is a sophisticated organic spirit based on authentic folk history designed for people who know how to drink. It's the kind of genuine experience we wish there was more of in the world. Try it and you will say ""nix besser"", which is Pennsylvania Dutch for none better.",Art In The Age,Cordials,Spirits,80.0,750.0,40-80
Arta Silver Tequila,5.7,NA,Arta Tequila,Tequila,Spirits,80.0,50.0,40-80
Asbach Uralt Brandy,29.9,"You might feel that Asbach Uralt, ""The Great Brandy from the Rhine,"" is too distinctive a brandy to be enjoyed any other way than in a snifter. But when you have tried Asbach Uralt in a coctail you will agree with famous bartenders that it is a unique and versatile drink indeed. In Europe, for generations, Asbach Uralt Brandy has been savored and appreciated by connoisseurs of fine brandies.",Asbach Uralt,Brandy,Spirits,80.0,750.0,40-80
AsomBroso Tequila El Platino,55.8,"Crafted from specially selected 100% Blue Agave, our Silver is the foundation for all we produce. Through a proprietary process of multiple distillations and filtrations we have found the perfect balance in preserving taste while eliminating the harsh finish present in many other tequilas. Asombroso El Platino is a sophisticated tequila perfect for sipping straight or mixing. The nose emits zesty scents of fennel, anise and dried herbs; aeration brings out elements of chocolate, agave, olive, and rye bread. Palate entry is peppery and sharp, followed by mid palate flavors of sweet pepper and ripe agave; concluding toasty and mellow.",AsomBroso,Tequila,Spirits,80.0,750.0,40-80
AsomBroso Tequila Extra Aged Anejo,234.6,NA,AsomBroso,Tequila,Spirits,80.0,750.0,40-80
AsomBroso Tequila Reposado,63.4,NA,AsomBroso,Tequila,Spirits,80.0,750.0,40-80
Atlantico Platino Rum,20.3,"This handcrafted rum is a blend or fresh cane juice based rums and molasses based rums.The unique combination results in an incredibly smooth and flavorful light rum than can easily be enjoyed neat, on the rocks, or in your favorite cocktail. Tasting Notes: Clean and smooth with notes of citrus and vanilla",Atlantico,Rum,Spirits,80.0,750.0,40-80
Auchentoshan 21yr Single Malt,182.9,"Triple distilled and aged perfectly for over twenty one years in American bourbon and Spanish sherry casks. This creates a refined Lowland Single Malt Whisky, ripe with gooseberries, sweet creamy vanilla, a hint of oak, warm honey, and the signature smooth, delicate, Auchentoshan taste.",Auchentoshan,Whiskey,Spirits,86.0,750.0,80-120
Auchentoshan American Oak,35.9,"Triple distilled and matured solely in American bourbon casks. The result: a Lowland Single Malt Whisky with the sweet aromas of vanilla and coconut - along with the signature smooth, delicate, Auchentoshan taste.",Auchentoshan,Whiskey,Spirits,80.0,750.0,40-80
Auchentoshan Classic Single Malt,36.6,A Lowland single malt from the Auchentoshan distillery.,Auchentoshan,Whiskey,Spirits,80.0,750.0,40-80
Autum Hill Cabernet Sauvignon,14.9,"A deep ruby Bordeaux style red wine with hints of cassis and spice. Blended with Cabernet Franc and Merlot, the wines generous tannins will soften with aging. Aged in French oak for 20 months.",Autum Hill,Virginia,Wine,26.0,750.0,0-40
Autumn Hill Chardonnay,12.5,"A fresh, flavorful dry white wine bottled in a chablis style (non oaked). This wine is light and delicate on the palate and has a refreshing finish.",Autum Hill,Virginia,Wine,26.0,750.0,0-40
Aviation Gin,29.9,"Aviation Gin is made in the full bodied Dutch Style of days gone by with 100% rye grain neutral spirit and what can be simply described as a botanical democracy of Juniper, Cardamom, Coriander, Lavender, Anise Seed, Sasparilla, and dried orange peel. With its full and weighty mouth feel, rich earthy flavor, and cool finish, Aviation shines both on its own, and in one of the many vintage gin cocktails that are, once again, enjoying the insides of Boston Shakers from coast to coast.",Aviation,Gin,Spirits,84.0,750.0,80-120
Aviation Gin W/glasses,30.3,"Aviation Gin is made in the full bodied Dutch Style of days gone by with 100% rye grain neutral spirit and what can be simply described as a botanical democracy of Juniper, Cardamom, Coriander, Lavender, Anise Seed, Sasparilla, and dried orange peel. With its full and weighty mouth feel, rich earthy flavor, and cool finish, Aviation shines both on its own, and in one of the many vintage gin cocktails that are, once again, enjoying the insides of Boston Shakers from coast to coast.",Aviation Gin W/ Glasses,Gin,Spirits,42.0,750.0,40-80
Avion Expresso,24.9,"Introducing our new Avion Espresso liqueur. We've created a rich, unique flavor by blending real Italian espresso with Avion Silver, voted worlds best tasting tequila.",Avion Tequila,Tequila,Spirits,70.0,750.0,40-80
Avion Silver Tequilla W/ 4 Shot Glasses,52.9,NA,Avion Tequila,Tequila,Spirits,80.0,750.0,40-80
Avion Tequila Anejo,59.9,NA,Avion Tequila,Tequila,Spirits,80.0,750.0,40-80
Avion Tequila Reposado,54.9,"Aged 6 months, with a roasted agave presence, notes of cherry, pear, and peach, flower hues of rose petals and tinges of herbs. Oak aroma is elegant with hints of caramel and vanilla. It is extremely well balanced and sophisticated.",Avion Tequila,Tequila,Spirits,80.0,750.0,40-80
Avion Tequila Silver,52.9,"The agave aroma is intense with herbal tinges of mint and rosemary, delicate hues of flowers and black pepper, hints of grapefruit and pineapple. It is crisp and clean, well balanced and exceptionally smooth.",Avion Tequila,Tequila,Spirits,80.0,750.0,40-80
Bacardi 151,24.9,"Bacardi 151 Rum is a high proof (75.5% alc/volume), dark aromatic rum produced by Bacardi. It is a form of overproof rum, which is not available in several countries due to it's excessive alcohol content.",Bacardi,Rum,Spirits,151.0,750.0,120-160
Bacardi 8 Rum,27.9,"Bacardi 8 is aged for more than eight years in carefully selcted oak barrels. After ageing it is blended to perfection featuring notes of prunes, apricots, nutmeg and vanilla over a clean woody background of oak. Its taste is smooth, rich and very full with a long expansive finish.",Bacardi,Rum,Spirits,80.0,750.0,40-80
Bacardi Arctic Grape,13.9,"The newest addition to the Bacardi Rum family line, the subzero thrill of Bacardi Arctic Grape. The first Spirit to combine the refreshing flavor of white grape and the tart taste of arctic berry.",Bacardi,Rum,Spirits,70.0,750.0,40-80
Bacardi Bahama Mama,17.9,"Exotic tropical fruit flavors with a blend of Bacardi Rums. Ready to pour, and serve on the rocks.",Bacardi,Cocktails,Spirits,20.0,1750.0,0-40
Bacardi Big Apple,13.9,"Bacardi Big Apple is big with the flavour of crisp, mouth-watering apples. A barrelful of the best, juciest apples including Fuji, Golden Delicous and Granny Smith varieties are combined with premium Bacardi rum to create a bold taste with real bite.",Bacardi,Rum,Spirits,70.0,750.0,40-80
